setting,family,expansion,caseno,seed,method,N_train,N_test,d,D,Q_true,Q,n,standardize_x,noise_std,noise_var,lengthscale,kernel_var,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,status,error,cem_jgp_elapsed_sec,cem_map_train_time_sec,cem_vi_train_time_sec,dkl_epochs,lmjgp_steps,n_bad_sig2,pca_explained_variance_sum,truth_diag_skipped,vi_anchor_var_mean,vi_best_loss,vi_kl,vi_query_var_mean,xgb_boots
lh_q5_train500,LH,rff,0,0,cem_em_transductive_vi_fullcov_ensemble,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,717.917238004699,343.50115966796875,481.6439708999824,0.625,506.116780270044,0.67,603.0753405937708,ok,,100.38401119998889,328.9958478999906,52.264111800002865,,,,,,0.0028387412894517183,785.6851196289062,95440.46875,0.0035772742703557014,
lh_q5_train500,LH,rff,0,1,xgb_bootstrap,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,581.3340474612007,232.52203369140625,4.306396100029815,0.835,240.43771170873825,0.835,286.49920439896664,ok,,,,,,,,,,,,,,30
lh_q5_train500,LH,rff,0,1,dkl_svgp,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,539.7136840820312,221.62608337402344,1.0477968999766745,0.775,107.7920077153312,0.775,128.4420993343171,ok,,,,,80,,,,,,,,,
lh_q5_train500,LH,rff,0,1,jgp_pca,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,592.4196476373189,239.9396514892578,32.87021690001711,0.345,42.34878314755102,0.435,50.461687531510435,ok,,,,,,,0,0.5625354552526264,,,,,,
lh_q5_train500,LH,rff,0,1,lmjgp_baseline,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,599.2255859375,246.8153533935547,169.7919774055481,0.59,122.63548536379912,0.63,146.1291938694351,ok,,,,,,300,,,,,,,,
lh_q5_train500,LH,rff,0,1,lmjgp_pls_kl,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,599.8522338867188,248.3345184326172,169.9442930999794,0.63,173.85811355154837,0.675,207.16471994693975,ok,,,,,,300,,,True,,,,,
lh_q5_train500,LH,rff,0,1,cem_em_transductive_vi_fullcov_ensemble,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,597.3514260031388,242.20848083496094,498.613451000012,0.465,54.68439423330047,0.51,65.16047474224335,ok,,99.8379271000158,319.90281920001144,78.87270469998475,,,,,,0.0030879469122737646,802.64404296875,136116.734375,0.0028019517194479704,
lh_q5_train500,LH,rff,0,2,xgb_bootstrap,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,519.6549796589069,203.11953735351562,4.9002493000007235,0.82,315.3249913525115,0.82,375.7329019128338,ok,,,,,,,,,,,,,,30
lh_q5_train500,LH,rff,0,2,dkl_svgp,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,526.9693603515625,211.85305786132812,1.0915210000239313,0.72,74.78289771935971,0.725,89.10931877941006,ok,,,,,80,,,,,,,,,
lh_q5_train500,LH,rff,0,2,jgp_pca,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,528.8391224783154,199.69602966308594,27.88093189999927,0.41,33.30850142222933,0.485,39.68952744297695,ok,,,,,,,0,0.5368810146192338,,,,,,
lh_q5_train500,LH,rff,0,2,lmjgp_baseline,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,509.1672058105469,185.41775512695312,165.7722098827362,0.675,126.69041464291966,0.75,150.96094012132681,ok,,,,,,300,,,,,,,,
lh_q5_train500,LH,rff,0,2,lmjgp_pls_kl,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,512.6756591796875,187.05191040039062,166.92253409995465,0.73,170.0318643230477,0.775,202.6054627821339,ok,,,,,,300,,,True,,,,,
lh_q5_train500,LH,rff,0,2,cem_em_transductive_vi_fullcov_ensemble,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,524.9444672875212,191.21435546875,479.58285390003584,0.45,87.55499481825832,0.495,104.32821115421976,ok,,91.02474880003138,309.64222640002845,78.91587869997602,,,,,,0.003035173052921891,1339.3365478515625,238411.0,0.0035058227367699146,
lh_q5_train500,LH,rff,0,3,xgb_bootstrap,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,728.2058502405148,424.6792297363281,5.650146500032861,0.66,819.4765629191298,0.685,976.4665519040448,ok,,,,,,,,,,,,,,30
lh_q5_train500,LH,rff,0,3,dkl_svgp,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,593.9927978515625,360.2019958496094,1.065489600005094,0.435,188.11016147146552,0.445,224.14708249353782,ok,,,,,80,,,,,,,,,
lh_q5_train500,LH,rff,0,3,jgp_pca,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,865.0840545821467,476.5528259277344,32.90177950001089,0.175,227.86876166534216,0.2,271.52237667102054,ok,,,,,,,0,0.5147297833239437,,,,,,
lh_q5_train500,LH,rff,0,3,lmjgp_baseline,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,695.0097045898438,364.6120910644531,164.06997513771057,0.77,1587.2303371366613,0.8,1891.3015997191856,ok,,,,,,300,,,,,,,,
lh_q5_train500,LH,rff,0,3,lmjgp_pls_kl,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,647.963623046875,320.60504150390625,168.20502180000767,0.775,1511.3976602958428,0.795,1800.9413919633535,ok,,,,,,300,,,True,,,,,
lh_q5_train500,LH,rff,0,3,cem_em_transductive_vi_fullcov_ensemble,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,699.1166598200566,331.1874694824219,492.16510789998574,0.455,628.300666612423,0.51,748.6664210390483,ok,,98.74653830000898,315.2939813999692,78.12458820000757,,,,,,0.0029592826031148434,281.3481140136719,37515.6328125,0.0028735415544360876,
lh_q5_train500,LH,rff,0,4,xgb_bootstrap,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,484.7022673364791,183.8008575439453,4.969317799957935,0.86,454.1423067186006,0.87,541.1439355087736,ok,,,,,,,,,,,,,,30
lh_q5_train500,LH,rff,0,4,dkl_svgp,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,370.8540954589844,139.6063690185547,1.1137523000361398,0.67,105.11145791314104,0.685,125.24802723879827,ok,,,,,80,,,,,,,,,
lh_q5_train500,LH,rff,0,4,jgp_pca,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,464.0321338606181,160.09384155273438,30.26960629998939,0.35,37.12850807528818,0.415,44.24134612034773,ok,,,,,,,0,0.591846375451996,,,,,,
lh_q5_train500,LH,rff,0,4,lmjgp_baseline,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,424.9390869140625,140.51222229003906,163.80304884910583,0.8,472.150491240049,0.84,562.6020108722367,ok,,,,,,300,,,,,,,,
lh_q5_train500,LH,rff,0,4,lmjgp_pls_kl,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,456.1364440917969,168.0641632080078,164.9672014999669,0.78,466.7922920149449,0.81,556.2173226962692,ok,,,,,,300,,,True,,,,,
lh_q5_train500,LH,rff,0,4,cem_em_transductive_vi_fullcov_ensemble,500,200,5,30,5,5,35,True,2.0,4.0,0.5,9.0,469.38717318670035,164.0536346435547,295.67211649997625,0.635,270.07193281023274,0.71,321.81055679965027,ok,,97.48656270001084,126.64650619996246,71.53904760000296,,,,,,0.03561718016862869,10263.3056640625,31607.181640625,0.03467218577861786,
