setting,family,seed,method,final_neighbor_mode,status,N_train,N_test,latent_dim,observed_dim,Q_true,Q,n_final,n_candidate,gp_neighbors,pair_neighbors,standardize_x,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,train_sec,pred_sec,train_loss,train_gp_loss,train_pair_loss,train_smoothness,median_frob_W,anchor_dispersion_frob,cosine_to_ref_median,error,V_Rv,V_info,boundary_weighted,coeff_scale,global_w,kernel_var,lambda_coeff,lambda_gp,lambda_pair,lambda_smooth,lengthscale,log_amp,log_lengthscale,log_noise_var,median_eff_rank_WWT,median_trace_WWT,noise_std,noise_var,pair_tau,train_steps,use_gp_loss,use_pairwise_loss
l2_q2_train1000,L2_phantom,3,pairwise_localC,raw,ok,1000,200,2,20,2,2,25,100,25,100,True,2.512013456425394,1.3387665748596191,17.622154899989255,0.795,5.6460073485118825,0.875,6.727632707380261,1.9565789999905974,15.665575899998657,0.34445658326148987,0.0,0.34037983417510986,0.40749239921569824,1.4142135381698608,0.4527049958705902,0.505329268585799,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.3234291076660156,2.0,2.0,4.0,0.5812144875526428,200,False,True
l2_q2_train1000,L2_phantom,3,pairwise_localC,projected,ok,1000,200,2,20,2,2,25,100,25,100,True,2.5418137984264377,1.3534349203109741,17.677095299994107,0.785,5.9567424055385505,0.865,7.097896365207996,1.9565789999905974,15.72051630000351,0.34445658326148987,0.0,0.34037983417510986,0.40749239921569824,1.4142135381698608,0.4527049958705902,0.505329268585799,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.3234291076660156,2.0,2.0,4.0,0.5812144875526428,200,False,True
l2_q2_train1000,L2_phantom,3,pairwise_boundary_localC,raw,ok,1000,200,2,20,2,2,25,100,25,100,True,2.656380612052595,1.4030667543411255,17.931663599971216,0.795,5.733695394169254,0.87,6.832119458387815,1.8246424999670126,16.107021100004204,0.3127378523349762,0.0,0.3093908429145813,0.33454248309135437,1.4142135381698608,0.43514034152030945,0.49439545177860295,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.315360426902771,2.0,2.0,4.0,0.5812144875526428,200,False,True
l2_q2_train1000,L2_phantom,3,pairwise_boundary_localC,projected,ok,1000,200,2,20,2,2,25,100,25,100,True,2.7691051812638103,1.43768310546875,17.01707559998613,0.76,5.567602187951054,0.835,6.634207196208113,1.8246424999670126,15.192433100019116,0.3127378523349762,0.0,0.3093908429145813,0.33454248309135437,1.4142135381698608,0.43514034152030945,0.49439545177860295,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.315360426902771,2.0,2.0,4.0,0.5812144875526428,200,False,True
l2_q2_train1000,L2_phantom,4,pls_static,raw,ok,1000,200,2,20,2,2,25,100,25,100,True,2.72736579361386,1.5213907957077026,16.677872299973387,0.695,5.525259584164732,0.795,6.583752871839656,0.0,16.677872299973387,0.0,0.0,0.0,0.0,1.4142135381698608,4.987612669538066e-07,0.7071067932878112,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",,,,9.0,,,,,0.5,,,,2.0,2.0,2.0,4.0,,0,,
l2_q2_train1000,L2_phantom,4,pls_static,projected,ok,1000,200,2,20,2,2,25,100,25,100,True,2.6864291700366185,1.5093846321105957,16.594552900001872,0.71,5.510050555885811,0.79,6.565630196862319,0.0,16.594552900001872,0.0,0.0,0.0,0.0,1.4142135381698608,4.987612669538066e-07,0.7071067932878112,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",,,,9.0,,,,,0.5,,,,2.0,2.0,2.0,4.0,,0,,
l2_q2_train1000,L2_phantom,4,pairwise_localC,raw,ok,1000,200,2,20,2,2,25,100,25,100,True,2.6829972739484806,1.4621015787124634,17.529221500037238,0.765,5.961625431825123,0.85,7.1037148499050105,1.8289063000120223,15.700315200025216,0.35228654742240906,0.0,0.3477810323238373,0.4503661096096039,1.4142135381698608,0.530725359916687,0.41741362152697403,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.5074106454849243,2.0,2.0,4.0,0.5693413019180298,200,False,True
l2_q2_train1000,L2_phantom,4,pairwise_localC,projected,ok,1000,200,2,20,2,2,25,100,25,100,True,2.808144701433625,1.5085062980651855,17.71836220001569,0.76,5.924488551208001,0.835,7.05946352728573,1.8289063000120223,15.889455900003668,0.35228654742240906,0.0,0.3477810323238373,0.4503661096096039,1.4142135381698608,0.530725359916687,0.41741362152697403,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.5074106454849243,2.0,2.0,4.0,0.5693413019180298,200,False,True
l2_q2_train1000,L2_phantom,4,pairwise_boundary_localC,raw,ok,1000,200,2,20,2,2,25,100,25,100,True,2.637523635538518,1.452571988105774,16.75279700005194,0.75,5.775509052609481,0.835,6.8819435055017175,1.8823963000322692,14.870400700019673,0.321056067943573,0.0,0.3169696629047394,0.40846961736679077,1.4142135381698608,0.5608731508255005,0.39722394812740974,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.4774643182754517,2.0,2.0,4.0,0.5693413019180298,200,False,True
l2_q2_train1000,L2_phantom,4,pairwise_boundary_localC,projected,ok,1000,200,2,20,2,2,25,100,25,100,True,2.7496054654083797,1.4890162944793701,17.38620870007435,0.765,5.849065854198402,0.84,6.969591840630142,1.8823963000322692,15.50381240004208,0.321056067943573,0.0,0.3169696629047394,0.40846961736679077,1.4142135381698608,0.5608731508255005,0.39722394812740974,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.4774643182754517,2.0,2.0,4.0,0.5693413019180298,200,False,True
lh_q5_train1000,LH,1,pls_static,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,633.3350882598572,274.3953857421875,53.90398930001538,0.28,68.23738658895472,0.35,81.30986120714164,0.0,53.90398930001538,0.0,0.0,0.0,0.0,2.2360680103302,1.509089315732126e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",,,,9.0,,,,,0.5,,,,5.0,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,1,pls_static,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,631.1836272632775,274.5701599121094,58.85703439998906,0.27,29.05584901437517,0.355,34.622179551596716,0.0,58.85703439998906,0.0,0.0,0.0,0.0,2.2360680103302,1.509089315732126e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",,,,9.0,,,,,0.5,,,,5.0,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,1,pairwise_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,595.2805838775606,245.02593994140625,52.2289094000007,0.225,57.42567312523442,0.345,68.42691001145826,2.536349000001792,49.69256039999891,0.30748775601387024,0.0,0.29709410667419434,1.039093255996704,2.2360680103302,0.4506653845310211,0.2720001975296349,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.691478967666626,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,1,pairwise_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,625.4406110459485,263.4912109375,65.02356850000797,0.06,28.51527347138352,0.17,33.978044062683665,2.536349000001792,62.48721950000618,0.30748775601387024,0.0,0.29709410667419434,1.039093255996704,2.2360680103302,0.4506653845310211,0.2720001975296349,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.691478967666626,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,1,pairwise_boundary_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,604.6251898116413,250.93727111816406,83.30890020000516,0.215,59.31558065146996,0.31,70.67887372715865,2.6603940000059083,80.64850619999925,0.3320312201976776,0.0,0.32085391879081726,1.1174236536026,2.2360680103302,0.46588051319122314,0.27913802338624705,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.3904482126235962,5.000001430511475,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,1,pairwise_boundary_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,620.2104432480953,265.2314147949219,69.03026990004582,0.06,32.22687247460519,0.16,38.40068705788545,2.6603940000059083,66.36987590003991,0.3320312201976776,0.0,0.32085391879081726,1.1174236536026,2.2360680103302,0.46588051319122314,0.27913802338624705,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.3904482126235962,5.000001430511475,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,2,pls_static,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,603.3995597995126,264.8511962890625,50.26102119998541,0.36,127.00771074078601,0.445,151.3390217415168,0.0,50.26102119998541,0.0,0.0,0.0,0.0,2.2360680103302,1.5831190580684051e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",,,,9.0,,,,,0.5,,,,4.999999046325684,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,2,pls_static,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,611.9049233051616,272.0162353515625,46.114755299990065,0.29,131.56856415861148,0.34,156.77361378741924,0.0,46.114755299990065,0.0,0.0,0.0,0.0,2.2360680103302,1.5831190580684051e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",,,,9.0,,,,,0.5,,,,4.999999046325684,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,2,pairwise_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,557.0850435327018,222.2708740234375,41.09471559996018,0.335,167.09422513757184,0.425,199.10504979172245,2.390634899958968,38.704080700001214,0.29768964648246765,0.0,0.2857317626476288,1.1955492496490479,2.2360680103302,0.5420535206794739,0.27406433015945214,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.9007391929626465,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,2,pairwise_localC,raw,error,1000,200,5,30,5,5,35,100,35,100,True,,,,,,,,2.390634899958968,,0.29768964648246765,0.0,0.2857317626476288,1.1955492496490479,2.2360680103302,0.5420535206794739,0.27406433015945214,"OSError(22, 'Invalid argument')",,,False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.9007391929626465,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,2,pairwise_localC,projected,error,1000,200,5,30,5,5,35,100,35,100,True,,,,,,,,2.390634899958968,,0.29768964648246765,0.0,0.2857317626476288,1.1955492496490479,2.2360680103302,0.5420535206794739,0.27406433015945214,"OSError(22, 'Invalid argument')",,,False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.9007391929626465,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,2,pairwise_boundary_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,580.7817074963536,240.42481994628906,42.295942099997774,0.27,150.0759843426228,0.355,178.82656513400252,2.376857299997937,39.91908479999984,0.3169645071029663,0.0,0.30577221512794495,1.1189844608306885,2.2360680103302,0.5241789817810059,0.2891356656646812,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.9042983055114746,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,2,pairwise_boundary_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,529.0042994339348,209.16282653808594,37.525304800015874,0.215,170.44968611271244,0.37,203.10332815220738,2.376857299997937,35.14844750001794,0.3169645071029663,0.0,0.30577221512794495,1.1189844608306885,2.2360680103302,0.5241789817810059,0.2891356656646812,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.9042983055114746,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,3,pls_static,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,724.7487854677679,354.999267578125,48.34446089999983,0.14,186.8268294645281,0.165,222.6178980891683,0.0,48.34446089999983,0.0,0.0,0.0,0.0,2.2360680103302,1.5031666578124714e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",,,,9.0,,,,,0.5,,,,5.0,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,3,pls_static,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,747.3175321025747,368.73809814453125,45.27188069996191,0.17,249.06822091185097,0.225,296.7830904111786,0.0,45.27188069996191,0.0,0.0,0.0,0.0,2.2360680103302,1.5031666578124714e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",,,,9.0,,,,,0.5,,,,5.0,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,3,pairwise_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,672.484119291874,303.2465515136719,38.4644849000033,0.165,288.0656727453427,0.225,343.2514203768906,2.3974401999730617,36.06704470003024,0.24342845380306244,0.0,0.23147647082805634,1.1949597597122192,2.2360680103302,0.5268486142158508,0.22340956270312312,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.848048448562622,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,3,pairwise_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,675.653836478471,305.8364562988281,34.04202090000035,0.12,166.78178030183125,0.185,198.7327488068974,2.3974401999730617,31.64458070002729,0.24342845380306244,0.0,0.23147647082805634,1.1949597597122192,2.2360680103302,0.5268486142158508,0.22340956270312312,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.848048448562622,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,3,pairwise_boundary_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,641.9822565418046,280.0098571777344,39.25647919997573,0.145,244.67821719438624,0.18,291.5520783398037,2.4626964000053704,36.79378279997036,0.24075350165367126,0.0,0.22914215922355652,1.1609004735946655,2.2360680103302,0.5317978262901306,0.22418487608289348,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.8860526084899902,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,3,pairwise_boundary_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,626.7024888115589,269.86590576171875,35.032059899996966,0.12,206.914798335291,0.195,246.55418935797104,2.4626964000053704,32.569363499991596,0.24075350165367126,0.0,0.22914215922355652,1.1609004735946655,2.2360680103302,0.5317978262901306,0.22418487608289348,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.8860526084899902,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,4,pls_static,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,435.0885200666491,142.67605590820312,50.57270070002414,0.51,146.6127793045582,0.57,174.69990180392583,0.0,50.57270070002414,0.0,0.0,0.0,0.0,2.2360680103302,1.5957446919401264e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167346}",,,,9.0,,,,,0.5,,,,5.0,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,4,pls_static,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,487.1905345994526,183.25790405273438,50.33008779998636,0.55,129.8703364546653,0.6,154.75005066742813,0.0,50.33008779998636,0.0,0.0,0.0,0.0,2.2360680103302,1.5957446919401264e-07,0.4472135889337865,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167346}",,,,9.0,,,,,0.5,,,,5.0,5.0,2.0,4.0,,0,,
lh_q5_train1000,LH,4,pairwise_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,439.34298537494817,145.19015502929688,36.88935919996584,0.645,150.88489020830576,0.695,179.79043592325942,2.4339451999985613,34.45541399996728,0.36253687739372253,0.0,0.34871095418930054,1.382278561592102,2.2360680103302,0.516325056552887,0.31179037370648766,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167346}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.5656243562698364,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,4,pairwise_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,514.5158647722104,183.3096160888672,36.829878100019414,0.62,124.94348928968822,0.685,148.87935017319302,2.4339451999985613,34.39593290002085,0.36253687739372253,0.0,0.34871095418930054,1.382278561592102,2.2360680103302,0.516325056552887,0.31179037370648766,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167346}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.5656243562698364,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,4,pairwise_boundary_localC,raw,ok,1000,200,5,30,5,5,35,100,35,100,True,411.31655208765676,123.53141784667969,37.527122999948915,0.665,111.82688360285499,0.715,133.24995049630326,2.444748099951539,35.082374899997376,0.3536113202571869,0.0,0.34018614888191223,1.3422056436538696,2.2360680103302,0.5264483690261841,0.307337470268762,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167346}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.6013480424880981,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,4,pairwise_boundary_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,459.7085014974176,154.9681396484375,32.34575489995768,0.655,76.53991615628121,0.73,91.20293537854872,2.444748099951539,29.901006800006144,0.3536113202571869,0.0,0.34018614888191223,1.3422056436538696,2.2360680103302,0.5264483690261841,0.307337470268762,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167346}",True,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.6013480424880981,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
lh_q5_train1000,LH,2,pairwise_localC,projected,ok,1000,200,5,30,5,5,35,100,35,100,True,597.0569504191418,248.25685119628906,33.17825890000677,0.19,170.48381976454905,0.325,203.1440009070133,2.277161000005435,30.901097900001332,0.29768964648246765,0.0,0.2857317626476288,1.1955492496490479,2.2360680103302,0.5420535206794739,0.27406433015945214,,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",False,1.0,False,9.0,0.0001,1.0,1.0,0.01,0.5,0.0,0.0,-2.3025851249694824,1.9007391929626465,5.000000953674316,2.0,4.0,0.05000000074505806,200,False,True
